22.1,"LandDescription: Land (Sarpy County, NE) (Sarpy County, NE)",Real EstateUnimproved Land,Spouse,"$1,000,001 - $5,000,000","Rent/Royalties,","$15,001 - $50,000"
22.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Spouse,"$15,001 - $50,000","None,",None (or less than $201)
23,"Gryphus LLCCompany: Gryphus LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
23.1,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Self,"$50,001 - $100,000","None,",None (or less than $201)
24,"Ortelius, LLCCompany: Ortelius, LLC (Omaha, NE) Description: Holding company for personal residence",Business EntityLimited Liability Company (LLC),Joint,,,
24.1,"Personal ResidenceDescription: Personal Residence (Washington, DC)",Real EstateResidential,Joint,"$1,000,001 - $5,000,000","None,",None (or less than $201)
24.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Joint,"$1,001 - $15,000","None,",None (or less than $201)
25,"Club Membership - Zachary Social ClubDescription: Social Club (Chicago, IL)",Other Securities,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
26,Promissory noteDebtor: Mark Kennedy,Accounts ReceivableFrom an Individual,Self,"$15,001 - $50,000","None,",None (or less than $201)
27,Nebraska Public Employees Retirement System,Retirement PlansDefined Benefit Pension Plan,Self,"$100,001 - $250,000","None,",None (or less than $201)
28,"Idrisi, LLCCompany: Idrisi, LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Spouse,,,
28.1,"Omaha GarageDescription: Omaha Garage (Omaha, NE) Filer comment:  CY23 purchase transaction noted on amendment letter attached to this report",Real EstateCommercial,Spouse,"$250,001 - $500,000","None,",None (or less than $201)
28.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
29,"Techstars Accelerator 2024, L.P.Description: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Self,"$100,001 - $250,000","None,",None (or less than $201)
30,"Andor, LLCCompany: Andor, LLC (Omaha, Nebraska) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
30.1,"Personal ResidenceDescription: Personal Residence (Omaha, Nebraska)",Real EstateResidential,Self,"$1,000,001 - $5,000,000","None,",None (or less than $201)
31,"Vanderaa, LLCCompany: Vanderaa, LLC (Omaha, Nebraska) Description: Holding company",Business EntityLimited Liability Company (LLC),Spouse,,,
31.1,"Personal ResidenceDescription: Personal Residence (Washington, DC)",Real EstateResidential,Spouse,"$1,000,001 - $5,000,000","None,",None (or less than $201)
31.2,"First National Bank of Omaha(Omaha, Nebraska)Type: Checking,",Bank Deposit,Spouse,"$15,001 - $50,000","None,",None (or less than $201)
32,"Cellarius, LLCCompany: Cellarius, LLC (Omaha, Nebraska) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
32.1,"Nebraska landDescription: Nebraska land (Dawes County, Nebraska)",Real EstateUnimproved Land,Self,"$5,000,001 - $25,000,000","None,",None (or less than $201)
