8.6.70,Virginia St Hsg Dev Auth Revenue BondRate/Coupon: 3.25%  Matures: 10/01/2026,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.71,Washington St Healthcare Facs Auth Revenue BondRate/Coupon: 5.0%  Matures: 08/01/2049,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.72,Westfield Ind High Sch Bldg Corp Revenue BondRate/Coupon: 5.0%  Matures: 07/15/2033,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.73,Westminster CO Wtr Revenue BondRate/Coupon: 4.0%  Matures: 12/01/2035,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.74,Wisconsin St General Obligation BondRate/Coupon: 1.899%  Matures: 05/01/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.75,Auburn Univ Alabama Revenue BondRate/Coupon: 0.819%  Matures: 06/01/2024,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,",None (or less than $201)
8.6.76,Broward County Florida Airport System Revenue BondRate/Coupon: 5.25%  Matures: 10/01/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.77,Central Florida Expwy Auth Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2035Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.78,Cherry Creek Colorado Sch Dist General Obligation Bond Rate/Coupon: 2.1%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.79,Chicago Ill Midway Airport Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2029,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.80,Clark County Washington Pub Util Dist Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2024,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.81,Decatur Texas Hospital Auth Revenue BondRate/Coupon: 4.0%  Matures: 09/01/2034,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.82,Douglas County Kansas Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 09/01/2037,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.83,Greater Orlando Aviation Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2027,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.84,Greenwood County SC Hospital Facs Revenue BondRate/Coupon: 4.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.85,Hawaii St Dept Transportation Airports Revenue BondRate/Coupon: 5.0%  Matures: 08/01/2027,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.86,Illinois St General Obligation BondRate/Coupon: 5.5%  Matures: 7/1/2024Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.87,Illinois St General Obligation BondRate/Coupon: 5.0%  Matures: 11/01/2023Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.88,Illinois St Toll Hwy Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.89,Intermountain Power Agy Utah Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2036,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.90,Jersey City N J Taxable Revenue BondRate/Coupon: 6.0%  Matures: 07/12/2024,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.91,Metropolitan Govt Nashville & Davidson TN Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.92,Miami-Dade County FL Wtr & Swr Revenue BondRate/Coupon: 4.0%  Matures: 10/01/2039,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.93,Nebraska Invt Hsg Fin Auth Revenue BondRate/Coupon: 4.3%  Matures: 09/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.94,New Jersey St Transn Fin Auth Revenue BondRate/Coupon: 5.25%  Matures: 6/15/2032,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.95,North Carolina Housing Fin Agency Revenue BondRate/Coupon: 4.2%  Matures: 07/01/2040,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.96,New York St Dorm Auth Revenue BondRate/Coupon: 5.0%  Matures: 03/15/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.97,Orland Park Ill General Obligation BondRate/Coupon: 5.0%  Matures: 12/01/2036,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.98,Raleigh NC Comb Enterprise Sys Revenue BondRate/Coupon: 4.0%  Matures: 12/01/2034,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.99,South Carolina Jobs Revenue BondRate/Coupon: 2.729%  Matures: 07/01/2030,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,",None (or less than $201)
8.6.100,South Carolina Pub Serv Auth Revenue BondRate/Coupon: 2.388%  Matures: 07/01/2030Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.101,Terre Haute Ind San Dist Revenue BondRate/Coupon: 5.25%  Matures: 09/28/2028,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
8.6.102,Triborough Bridge & Tunnel NY Revenue BondRate/Coupon: 5.0%  Matures: 05/15/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.103,University of California Revenue BondRate/Coupon: 0.883%  Matures: 05/15/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,",None (or less than $201)
8.6.104,Virginia St Pub Bldg Auth Revenue BondRate/Coupon: 4.0%  Matures: 08/01/2031,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.105,Washington St Healthcare Facs Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.7,"PIMCO DISCO Onshore Fund III LPDescription: Private Investment Fund (Newport Beach, CA)",Investment FundPrivate Equity Fund,Joint,"$1,001 - $15,000","None,",None (or less than $201)
8.8,"BITKRAFT Ventures Fund II, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,",None (or less than $201)
8.9,"BITKRAFT Ventures Token Fund I, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$50,001 - $100,000","Excepted Investment Fund,",None (or less than $201)
8.10,"BITKRAFT Ventures Token Fund II, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.11,"RPM Ventures IV, L.P.Description: Private Investment Fund (Ann Arbor, MI)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","None,",None (or less than $201)
8.12,"StepStone VC Secondaries Fund IV, L.P.Description: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$1,001 - $2,500"
8.13,"StepStone VC Secondaries Fund V, L.P.Description: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","None,",None (or less than $201)
8.14,"Third Point Venture Fund I LPDescription: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$2,501 - $5,000"
8.15,"Third Point Venture Fund II LPDescription: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$15,001 - $50,000","Excepted Investment Fund,",None (or less than $201)
8.16,"Hony Capital Fund III, LPDescription: Private Investment Fund (Beijing, China) Filer comment:  Fund comprised of approx. 90% in cash; filer understands fund to be in wind-down since 2018.",Investment FundPrivate Equity Fund,Joint,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
8.17,"Engle Capital Partners, L.P.Description: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$100,001 - $250,000","None,",None (or less than $201)
8.18,UBS - Alt Brokerage,Brokerage/Managed Account,Joint,,,
8.18.1,"Alphakeys Millennium FD III LLC Class BDescription: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$250,001 - $500,000","None,",None (or less than $201)
8.19,Citi Alt Brokerage Account,Brokerage/Managed Account,Joint,,,
8.19.1,"Mariner Atlantic Multi-Strategy Fund, L.P.Description: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
8.20,"Whitehaven Credit Opportunities Fund, LPDescription: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
8.21,"CL Note Investment LLCCompany: CL Note Investment LLC (Wilmington, DE) Description: Holding company",Business EntityLimited Liability Company (LLC),Joint,,,
8.21.1,"Eagle Football Holdings BIDCO Limited - Series ACompany: Eagle Football Holdings BIDCO Limited - Series A (London, UK) Description: Sports team ownership",Corporate SecuritiesNon-Public Stock,Joint,"$5,000,001 - $25,000,000","Dividends,","$100,001 - $1,000,000"
8.21.2,"Eagle Football Holdings BIDCO Limited - Series B1 NoteCompany: Eagle Football Holdings BIDCO Limited (London, UK) Description: Sports team ownership",Corporate SecuritiesNon-Public Stock,Joint,"$1,000,001 - $5,000,000","Dividends,","$100,001 - $1,000,000"
8.21.3,"Citibank(New York, NY)Type: Checking,",Bank Deposit,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.22,"UBS Bank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$500,001 - $1,000,000","Interest,","$2,501 - $5,000"
9,"First National Bank of Omaha(Omaha, Nebraska)Type: Checking,",Bank Deposit,Self,"$250,001 - $500,000","Interest,",None (or less than $201)
10,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Joint,"$500,001 - $1,000,000","Interest,","$201 - $1,000"
11,"Frontier Bank(Omaha, NE)Type: Checking,",Bank Deposit,Self,"$100,001 - $250,000","Interest,","$201 - $1,000"
12,"Pinnacle Bank(Lincoln, NE)Type: Checking,",Bank Deposit,Self,"$15,001 - $50,000","Interest,","$201 - $1,000"
13,TD Ameritrade 1,Brokerage/Managed Account,Self,,,
13.1,NLY - Annaly Capital Management Inc Common Stock,Corporate SecuritiesStock,Self,"$1,001 - $15,000","Dividends,","$201 - $1,000"
13.2,"TD Ameritrade(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$1,001 - $15,000","Interest,",None (or less than $201)
14,TD Ameritrade 2,Brokerage/Managed Account,Joint,,,
14.1,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2031,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
14.2,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 4.0%  Matures: 12/15/2032,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
14.3,Puerto Rico Elec Pwr Revenue BondRate/Coupon: 5.25%  Matures: 07/01/2022,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
14.4,"TD Ameritrade(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$50,001 - $100,000","Interest,","$201 - $1,000"
15,TD Ameritrade 3,Brokerage/Managed Account,Self,,,
15.1,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Self,"$1,000,001 - $5,000,000","Dividends,","$15,001 - $50,000"
15.2,"TD Ameritrade(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$5,000,001 - $25,000,000","Interest,","$100,001 - $1,000,000"
16,TD Ameritrade IRA,Retirement PlansIRA,Self,,,
16.1,ILCG - iShares Morningstar Large-Cap Growth ETF,Mutual FundsExchange Traded Fund/Note,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.2,IVV - iShares Core S&P 500 ETF,Mutual FundsExchange Traded Fund/Note,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.3,EEM - iShares MSCI Emerging Index Fund,Mutual FundsExchange Traded Fund/Note,Self,"$50,001 - $100,000","None,",None (or less than $201)
16.4,IEF - iShares 7-10 Year Treasury Bond ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
16.5,SHY - iShares 1-3 Year Treasury Bond ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
16.6,EFA - iShares MSCI EAFE ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
16.7,IWD - iShares Russell 1000 Value ETF,Mutual FundsExchange Traded Fund/Note,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.8,IWM - iShares Russell 2000 ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
16.9,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Self,"$5,000,001 - $25,000,000","None,",None (or less than $201)
16.10,CWB - SPDR Bloomberg Convertible Securities ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
16.11,VOE - Vanguard Mid-Cap Value ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
16.12,"TD Ameritrade(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
17,TD Ameritrade IRA (SS),Retirement PlansIRA,Spouse,,,
17.1,VWELX - Vanguard Wellington Income Fund,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
18,"Drakon LLCCompany: Drakon LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
18.1,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Self,"$15,001 - $50,000","None,",None (or less than $201)
18.2,"Bye UAS Inc. DBA Silent FalconCompany: Bye UAS Inc. DBA Silent Falcon (Albuquerque, NM) Description: Aerospace manufacturing",Corporate SecuritiesNon-Public Stock,Self,"$50,001 - $100,000","None,",None (or less than $201)
18.3,"Account Receivable from DW1524 Inc.Company: DW1524 Inc. (Chicago, IL)",Accounts ReceivableFrom a Business,Self,"$50,001 - $100,000","None,",None (or less than $201)
18.4,"Promissory Note from Palacio Enterprises Inc.Company: Palacio Enterprises Inc. (Omaha, NE)",Accounts ReceivableFrom a Business,Self,"$15,001 - $50,000","None,",None (or less than $201)
18.5,"Skyvu EntertainmentCompany: Skyvu Entertainment (Omaha, NE) Description: Video game development",Corporate SecuritiesNon-Public Stock,Self,"$50,001 - $100,000","None,",None (or less than $201)
18.6,"Office suite 1Description: Office suite 1 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
18.7,"Office suite 2Description: Office suite 2 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
18.8,"Office suite 3Description: Office suite 3 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
18.9,"SGI Mongolia Mining Services L.P.Company: SGI Mongolia Mining Services L.P. (Road Town, Tortola, British Virgin Islands) Description: Limited Partnership",Business EntityLimited Partnership (LP),Self,,,
18.9.1,"Geosan LLCCompany: Geosan LLC (Ulaanbaatar, Mongolia) Description: Mining",Business EntityLimited Liability Company (LLC),Self,"None (or less than $1,001)","Capital Gains,","$100,001 - $1,000,000"
18.9.2,"Account receivable from Geosan LLCCompany: Geosan LLC (Ulaanbaatar, Mongolia) Filer comment:  Receivable from sale of Geosan LLC",Accounts ReceivableFrom a Business,Self,"$100,001 - $250,000","None,",None (or less than $201)
19,"Brown Advisory Investors - Silver Lake Partners III Description: Private Investment Partnership (Baltimore, MD)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$50,001 - $100,000"
20,"KKR Independence Energy Private Investors LPDescription: Private Investment Partnership (New York, NY) Filer comment:  f/k/a KKR EIGF I Private Investors Feeder LP",Investment FundPrivate Equity Fund,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
21,"Schulze Global Ethiopia Growth & Transformation Fund I, LPDescription: Private Investment Partnership (George Town, Cayman Islands)",Investment FundPrivate Equity Fund,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
22,"Techstars Accelerator 2021, L.P.Description: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Self,"$250,001 - $500,000","None,",None (or less than $201)
23,"AlphaKeys Euro Real Estate FundDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Self,"$15,001 - $50,000","None,",None (or less than $201)
24,"Mercatus, LLCCompany: Mercatus, LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Spouse,,,
24.1,"LandDescription: Land (Sarpy County, NE) (Sarpy County, NE)",Real EstateUnimproved Land,Spouse,"$1,000,001 - $5,000,000","Rent/Royalties,","$15,001 - $50,000"
24.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Spouse,"$15,001 - $50,000","None,",None (or less than $201)
25,"Gryphus LLCCompany: Gryphus LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
25.1,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Self,"$100,001 - $250,000","None,",None (or less than $201)
26,"Ortelius, LLCCompany: Ortelius, LLC (Omaha, NE) Description: Holding company for personal residence",Business EntityLimited Liability Company (LLC),Joint,,,
26.1,"Personal ResidenceDescription: Personal Residence (Washington, DC)",Real EstateResidential,Joint,"$1,000,001 - $5,000,000","None,",None (or less than $201)
26.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Joint,"$1,001 - $15,000","None,",None (or less than $201)
27,"Club Membership - Zachary Social ClubDescription: Social Club (Chicago, IL)",Other Securities,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
28,Promissory noteDebtor: Mark Kennedy,Accounts ReceivableFrom an Individual,Self,"$15,001 - $50,000","Interest,","$201 - $1,000"
29,Nebraska Public Employees Retirement System,Retirement PlansDefined Benefit Pension Plan,Self,"$100,001 - $250,000","None,",None (or less than $201)
30,"Idrisi, LLCCompany: Idrisi, LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Spouse,,,
30.1,"Omaha GarageDescription: Omaha Garage (Omaha, NE)",Real EstateCommercial,Spouse,"$250,001 - $500,000","None,",None (or less than $201)
30.2,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
