Name,Office,Filing Year,Filing,Report URL
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025179.pdf
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025360.pdf
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025793.pdf
"Webster, Hon.. Daniel",FL11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025243.pdf
"Williams, Hon.. Brandon McDonald",NY22,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025387.pdf
"Williams, Hon.. Brandon McDonald",NY22,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025437.pdf
"Williams, Hon.. Roger",TX25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025151.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024353.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024392.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025165.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025348.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025448.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025597.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025829.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025910.pdf
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026036.pdf
