Name,Office,Filing Year,Filing,Report URL,Found,Assets,Quotes
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024375.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024632.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025115.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025214.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025848.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025867.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026126.pdf,False,,
"Sherrill, Hon.. Mikie",NJ11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025065.pdf,False,,
"Sherrill, Hon.. Mikie",NJ11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025087.pdf,False,,
"Smith, Hon.. Adrian",NE03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024577.pdf,False,,
"Spanberger, Hon.. Abigail",VA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025205.pdf,False,,
"Spanberger, Hon.. Abigail",VA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025224.pdf,False,,
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024515.pdf,False,,
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025519.pdf,False,,
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026136.pdf,False,,
"Steube, Hon.. Greg",FL17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024660.pdf,False,,
"Steube, Hon.. Greg",FL17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024787.pdf,False,,
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024271.pdf,False,,
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026077.pdf,False,,
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026168.pdf,False,,
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026202.pdf,False,,
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026203.pdf,False,,
"Thanedar, Hon.. Shri",MI13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024468.pdf,True,"Ethereum, Litecoin, Bitcoin","Ethereum  [CT] S 02/05/2024 02/05/2024 $100,001 - $250,000 | Litecoin  [CT] S 02/05/2024 02/05/2024 $15,001 - $50,000 | Bitcoin  [CT] S 02/05/2024 02/05/2024 $250,001 - $500,000"
"Thanedar, Hon.. Shri",MI13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024862.pdf,False,,
"Trone, Hon.. David",MD06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024730.pdf,False,,
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024403.pdf,False,,
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025179.pdf,False,,
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025360.pdf,False,,
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025793.pdf,False,,
"Webster, Hon.. Daniel",FL11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025243.pdf,False,,
"Williams, Hon.. Brandon McDonald",NY22,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025387.pdf,False,,
"Williams, Hon.. Brandon McDonald",NY22,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025437.pdf,False,,
"Williams, Hon.. Roger",TX25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025151.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024353.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024392.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025165.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025348.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025448.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025597.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025829.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025910.pdf,False,,
"Yakym, Hon.. Rudy III.",IN02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026036.pdf,False,,
